"","nation","hospitalized_with_symptoms","intensive_care","hospitalized_total","home_isolation","positives_remaining","num_positives_variation","new_positives","total_discharged_healed","total_deceased","casi_da_sospetto_diagnostico","casi_da_screening","total_cases","tests","casi_testati","note","ingressi_intensive_care","notes_test","notes_casi","positives_remaining_test_molecolare","positives_remaining_test_antigenico_rapido","tests_test_molecolare","tests_test_antigenico_rapido","dt","total_cases_delta","intensive_care_delta","hospitalized_with_symptoms_delta","home_isolation_delta","total_discharged_healed_delta","total_deceased_delta","tests_delta","new_positives_delta","positives_remaining_delta","hospitalized_total_delta","tests_per_new_positives","total_tests_per_cases_ratio","positives_remaining_previous","positives_remaining_percent_delta","deceased_per_positives_day_before_ratio","discharged_healed_per_positives_day_before_ratio"
"491","ITA",1723,289,2012,52670,54682,-2480,389,4076274,127500,NA,NA,4258456,71207555,29428012,"",5,NA,NA,4107618,150838,51686201,19521354,2021-06-28,387,-5,-20,-2455,2839,28,75861,-393,-2480,-25,195.015424164524,16.7214490416245,57162,-4.33854658689339,0.0489835904971834,4.96658619362513
"492","ITA",1676,270,1946,50878,52824,-1858,679,4078767,127542,NA,NA,4259133,71398190,29473226,"",9,NA,NA,4108244,150889,51772454,19625736,2021-06-29,677,-19,-47,-1792,2493,42,190635,290,-1858,-66,280.758468335788,16.7635502342848,54682,-3.39782743864526,0.0768077246625946,4.55908708532972
"493","ITA",1593,247,1840,48601,50441,-2383,776,4081902,127566,NA,NA,4259909,71583206,29517174,"",4,NA,NA,4108966,150943,51864808,19718398,2021-06-30,776,-23,-83,-2277,3135,24,185016,97,-2383,-106,238.422680412371,16.8039284407249,52824,-4.51120702710889,0.0454338936846888,5.93480236256247
"494","ITA",1532,229,1761,47597,49358,-1083,882,4083843,127587,NA,NA,4260788,71771680,29563394,"",7,NA,NA,4109793,150995,51953621,19818059,2021-07-01,879,-18,-61,-1004,1941,21,188474,106,-1083,-79,213.689342403628,16.8446963331665,50441,-2.14706290517634,0.0416327987153308,3.84806010983129
"495","ITA",1469,213,1682,46097,47779,-1579,794,4086188,127615,NA,NA,4261582,71970918,29609709,"",3,NA,NA,4110555,151027,52036180,19934738,2021-07-02,794,-16,-63,-1500,2345,28,199238,-88,-1579,-79,250.929471032746,16.888310021959,49358,-3.19907613760687,0.0567283925604765,4.75100287693991
"496","ITA",1394,204,1598,43978,45576,-2203,932,4089298,127637,NA,NA,4262511,72199045,29666383,"",2,NA,NA,4111443,151068,52121065,20077980,2021-07-03,929,-9,-75,-2119,3110,22,228127,138,-2203,-84,244.771459227468,16.9381486640152,47779,-4.61081228154629,0.046045333724021,6.50913581280479
"497","ITA",1364,197,1561,43103,44664,-912,808,4091004,127649,NA,NA,4263317,72340685,29708383,"",7,NA,NA,4112192,151125,52185355,20155330,2021-07-04,806,-7,-30,-875,1706,12,141640,-124,-912,-37,175.29702970297,16.9681693854808,45576,-2.00105318588731,0.0263296471827278,3.74319817447779
"498","ITA",1337,191,1528,42003,43531,-1133,480,4092586,127680,NA,NA,4263797,72415334,29730813,"",2,NA,NA,4112667,151130,52219735,20195599,2021-07-05,480,-6,-27,-1100,1582,31,74649,-328,-1133,-33,155.51875,16.9837668162907,44664,-2.53671861006627,0.069407128783808,3.54200250761239
"499","ITA",1271,187,1458,41121,42579,-952,907,4094421,127704,NA,NA,4264704,72607758,29777195,"",11,NA,NA,4113450,151254,52306087,20301671,2021-07-06,907,-4,-66,-882,1835,24,192424,427,-952,-70,212.154355016538,17.0252749077075,43531,-2.18694723300636,0.0551331235211688,4.21538673588937
"500","ITA",1234,180,1414,40426,41840,-739,1010,4096156,127718,NA,NA,4265714,72785735,29818970,"",8,NA,NA,4114440,151274,52395134,20390601,2021-07-07,1010,-7,-37,-695,1735,14,177977,103,-739,-44,176.214851485149,17.0629664811096,42579,-1.73559736020104,0.0328800582446746,4.07477864675075
"501","ITA",1197,180,1377,40092,41469,-371,1394,4097905,127731,NA,NA,4267105,72960587,29863554,"",8,NA,NA,4115727,151378,52481505,20479082,2021-07-08,1391,0,-37,-334,1749,13,174852,384,-371,-37,125.431850789096,17.0983809866408,41840,-0.886711281070746,0.0310707456978967,4.1802103250478
"502","ITA",1167,169,1336,40060,41396,-73,1390,4099339,127756,NA,NA,4268491,73157509,29912681,"",8,NA,NA,4117016,151475,52563607,20593902,2021-07-09,1386,-11,-30,-32,1434,25,196922,-4,-73,-41,141.670503597122,17.1389629262426,41469,-0.176035110564518,0.0602859967686706,3.45800477465094
"503","ITA",1147,161,1308,39707,41015,-381,1400,4101102,127768,NA,NA,4269885,73365928,29960650,"",6,NA,NA,4118325,151560,52642946,20722982,2021-07-10,1394,-8,-20,-353,1763,12,208419,10,-381,-28,148.870714285714,17.1821789111416,41396,-0.920378780558508,0.0289883080490869,4.25886559087835
"504","ITA",1134,161,1295,39786,41081,66,1391,4102420,127775,NA,NA,4271276,73509260,29999917,"",6,NA,NA,4119601,151675,52708153,20801107,2021-07-11,1391,0,-13,79,1318,7,143332,-9,66,-13,103.042415528397,17.2101404826099,41015,0.160916737778861,0.0170669267341217,3.21345849079605
"505","ITA",1149,158,1307,39119,40426,-655,888,4103949,127788,NA,NA,4272163,73582831,30022409,"",4,NA,NA,4120462,151701,52745243,20837588,2021-07-12,887,-3,15,-667,1529,13,73571,-503,-655,12,82.8502252252252,17.2237882777413,41081,-1.59441104160074,0.031644799298946,3.72191524062219
"506","ITA",1128,157,1285,39364,40649,223,1534,4105236,127808,NA,NA,4273693,73775374,30067064,"",7,NA,NA,4121797,151896,52831764,20943610,2021-07-13,1530,-1,-21,245,1287,20,192543,646,223,-22,125.516949152542,17.2626751617395,40426,0.551625191708307,0.0494731113639737,3.18359471627171
"507","ITA",1108,151,1259,40441,41700,1051,2153,4106315,127831,NA,NA,4275846,73985973,30116643,"",7,NA,NA,4123761,152085,52933366,21052607,2021-07-14,2153,-6,-20,1077,1079,23,210599,619,1051,-26,97.8165350673479,17.3032361315164,40649,2.58554946001132,0.0565819577357377,2.65443184334178
"508","ITA",1089,153,1242,39658,40900,-800,2455,4109579,127840,NA,NA,4278319,74176895,30161134,"",11,NA,NA,4126031,152288,53025450,21151445,2021-07-15,2473,2,-19,-783,3264,9,190922,302,-800,-17,77.7686354378819,17.3378597996082,41700,-1.91846522781775,0.0215827338129496,7.8273381294964
"509","ITA",1088,161,1249,41465,42714,1814,2898,4110649,127851,NA,NA,4281214,74382497,30208376,"",13,NA,NA,4128671,152543,53116943,21265554,2021-07-16,2895,8,-1,1807,1070,11,205602,443,1814,7,70.9461697722567,17.3741599929366,40900,4.43520782396088,0.0268948655256724,2.6161369193154
"510","ITA",1111,162,1273,42218,43491,777,3121,4112977,127864,NA,NA,4284332,74627294,30262747,"",9,NA,NA,4131585,152747,53205793,21421501,2021-07-17,3118,1,23,753,2328,13,244797,223,777,24,78.4354373598206,17.418653362998,42714,1.81907571288102,0.0304349861871986,5.45020368029218
"511","ITA",1136,156,1292,44821,46113,2622,3127,4113478,127867,NA,NA,4287458,74792563,30307547,"",3,NA,NA,4134553,152905,53280157,21512406,2021-07-18,3126,-6,25,2603,501,3,165269,6,2622,19,52.8522545570835,17.4445004475846,43491,6.02883355176933,0.00689797889218459,1.15196247499483
"512","ITA",1188,162,1350,46175,47525,1412,2072,4114129,127874,NA,NA,4289528,74881652,30333358,"",16,NA,NA,4136595,152933,53327382,21554270,2021-07-19,2070,6,52,1354,651,7,89089,-1055,1412,58,42.9966216216216,17.4568511966818,46113,3.06204324160215,0.0151801010561013,1.41174939821742
"513","ITA",1194,165,1359,47951,49310,1785,3558,4115889,127884,NA,NA,4293083,75100357,30384547,"",11,NA,NA,4139605,153478,53421858,21678499,2021-07-20,3555,3,6,1776,1760,10,218705,1486,1785,9,61.4685216413716,17.4933391690773,47525,3.75591793792741,0.0210415570752236,3.70331404523935
"514","ITA",1196,158,1354,49954,51308,1998,4259,4118124,127905,NA,NA,4297337,75335454,30435355,"",9,NA,NA,4143579,153758,53537923,21797531,2021-07-21,4254,-7,2,2003,2235,21,235097,701,1998,-5,55.2000469593801,17.530729845018,49310,4.05191644696816,0.0425877104035693,4.53254917866559
"515","ITA",1234,158,1392,53474,54866,3558,5057,4119607,127920,NA,NA,4302393,75555232,30492144,"",12,NA,NA,4148170,154223,53639886,21915346,2021-07-22,5056,0,38,3520,1483,15,219778,798,3558,38,43.4601542416452,17.5612111678315,51308,6.93459109690497,0.0292352069852655,2.89038746394324
"516","ITA",1304,155,1459,57293,58752,3886,5143,4120846,127937,NA,NA,4307535,75792867,30546191,"",10,NA,NA,4153065,154470,53739841,22053026,2021-07-23,5142,-3,70,3819,1239,17,237635,86,3886,67,46.2055220688314,17.5954152432888,54866,7.08271060401706,0.0309845806145883,2.25822914008676
"517","ITA",1340,172,1512,61011,62523,3771,5140,4122208,127942,NA,NA,4312673,76051796,30606618,"",21,NA,NA,4157876,154797,53838808,22212988,2021-07-24,5138,17,36,3718,1362,5,258929,-3,3771,53,50.3752918287938,17.6344916482191,58752,6.41850490196078,0.008510348583878,2.31821895424837
"518","ITA",1392,178,1570,64687,66257,3734,4743,4123209,127949,NA,NA,4317415,76228449,30656190,"",16,NA,NA,4162381,155034,53914872,22313577,2021-07-25,4742,6,52,3676,1001,7,176653,-397,3734,58,37.2449926207042,17.6560393198245,62523,5.97220222957951,0.0111958799161908,1.60101082801529
"519","ITA",1512,182,1694,66542,68236,1979,3117,4124323,127971,NA,NA,4320530,76316696,30680764,"",11,NA,NA,4165378,155152,53963263,22353433,2021-07-26,3115,4,120,1855,1114,22,88247,-1626,1979,124,28.311517484761,17.6637347732801,66257,2.98685421917684,0.0332040388185399,1.68133178381152
"520","ITA",1611,189,1800,68510,70310,2074,4522,4126741,127995,NA,NA,4325046,76558586,30735682,"",16,NA,NA,4169397,155649,54064580,22494006,2021-07-27,4516,7,99,1968,2418,24,241890,1405,2074,106,53.4918177797435,17.7012189003308,68236,3.03945131602087,0.0351720499443109,3.54358403188933
"521","ITA",1685,183,1868,72293,74161,3851,5696,4128568,128010,NA,NA,4330739,76807058,30794194,"",9,NA,NA,4175065,155674,54187112,22619946,2021-07-28,5693,-6,74,3783,1827,15,248472,1174,3851,68,43.622191011236,17.7353236941778,70310,5.47717252168966,0.0213340918788224,2.59849239084056
"522","ITA",1730,194,1924,76560,78484,4323,6171,4130393,128029,NA,NA,4336906,77031848,30853645,"",20,NA,NA,4180880,156026,54294154,22737694,2021-07-29,6167,11,45,4267,1825,19,224790,475,4323,56,36.4268351968887,17.7619362743855,74161,5.82920942274241,0.0256199350062701,2.46086217823384
"523","ITA",1812,201,2013,80949,82962,4478,6619,4132510,128047,NA,NA,4343519,77279334,30909526,"",20,NA,NA,4186881,156638,54404275,22875059,2021-07-30,6613,7,82,4389,2117,18,247486,448,4478,89,37.3902402175555,17.7918719821417,78484,5.70562152795474,0.0229346108761021,2.69736506803935
"524","ITA",1851,214,2065,85220,87285,4323,6513,4134680,128063,NA,NA,4350028,77544194,30971078,"",25,NA,NA,4193029,156999,54497272,23046922,2021-07-31,6509,13,39,4271,2170,16,264860,-106,4323,52,40.6663595885153,17.8261367513037,82962,5.21081941129674,0.0192859381403534,2.61565536028543
"525","ITA",1954,230,2184,89166,91350,4065,5321,4135930,128065,NA,NA,4355348,77711955,31019713,"",22,NA,NA,4198138,157210,54569773,23142182,2021-08-01,5320,16,103,3946,1250,2,167761,-1192,4065,119,31.5280962225146,17.8428807525828,87285,4.6571575872143,0.0022913444463539,1.43209027897119
"526","ITA",2070,249,2319,90698,93017,1667,3190,4137428,128088,NA,NA,4358533,77795178,31042444,"",25,NA,NA,4201223,157310,54612288,23182890,2021-08-02,3185,19,116,1532,1498,23,83223,-2131,1667,135,26.0887147335423,17.8489363278883,91350,1.82484948002189,0.0251778872468528,1.63984674329502
"527","ITA",2196,258,2454,91762,94216,1199,4845,4141043,128115,NA,NA,4363374,78004897,31092939,"",26,NA,NA,4205645,157729,54704552,23300345,2021-08-03,4841,9,126,1064,3615,27,209719,1655,1199,135,43.2856553147575,17.877197095642,93017,1.28901168603589,0.0290269520625262,3.88638635948268
"528","ITA",2309,260,2569,94651,97220,3004,6596,4144608,128136,NA,NA,4369964,78220645,31146880,"",14,NA,NA,4211887,158077,54812163,23408482,2021-08-04,6590,2,113,2889,3565,21,215748,1751,3004,115,32.7089144936325,17.8996085551277,94216,3.18841810308228,0.0222892077778721,3.78385836800543
"529","ITA",2409,268,2677,98369,101046,3826,7230,4147979,128163,NA,NA,4377188,78432872,31199139,"",25,NA,NA,4218803,158385,54910966,23521906,2021-08-05,7224,8,100,3718,3371,27,212227,634,3826,108,29.3536652835408,17.9185522760274,97220,3.93540423781115,0.0277720633614483,3.46739354042378
"530","ITA",2449,277,2726,101959,104685,3639,6599,4150915,128187,NA,NA,4383787,78677529,31256084,"",32,NA,NA,4225227,158560,55012203,23665326,2021-08-06,6599,9,40,3590,2936,24,244657,-631,3639,49,37.0748598272466,17.9473886390922,101046,3.60133008728698,0.0237515586960394,2.90560734714882
"531","ITA",2533,288,2821,105714,108535,3850,6902,4153940,128209,NA,NA,4390684,78971392,31327315,"",29,NA,NA,4231853,158831,55108789,23862603,2021-08-07,6897,11,84,3755,3025,22,293863,303,3850,95,42.5764995653434,17.9861251686525,104685,3.67769976596456,0.0210154272340832,2.88962124468644
"532","ITA",2631,299,2930,109336,112266,3731,5735,4155931,128220,NA,NA,4396417,79174903,31385026,"",24,NA,NA,4237325,159092,55182257,23992646,2021-08-08,5733,11,98,3622,1991,11,203511,-1167,3731,109,35.4857890148213,18.0089611608726,108535,3.43760077394389,0.0101349794997006,1.8344312894458
"533","ITA",2786,323,3109,111746,114855,2589,4200,4157520,128242,NA,NA,4400617,79277767,31411098,"",39,NA,NA,4241413,159204,55225285,24052482,2021-08-09,4200,24,155,2410,1589,22,102864,-1535,2589,179,24.4914285714286,18.0151481030955,112266,2.30613008390786,0.0195963158926122,1.41538845242549
"534","ITA",2880,322,3202,113121,116323,1468,5636,4161645,128273,NA,NA,4406241,79519533,31467678,"",26,NA,NA,4246602,159639,55314248,24205285,2021-08-10,5624,-1,94,1375,4125,31,241766,1436,1468,93,42.8967352732434,18.0470230747705,114855,1.27813329850681,0.0269905533063428,3.59148491576335
"535","ITA",2948,337,3285,115476,118761,2438,6968,4166095,128304,NA,NA,4413162,79749572,31523180,"",40,NA,NA,4253264,159898,55419637,24329935,2021-08-11,6921,15,68,2355,4450,31,230039,1332,2438,83,33.0136337543054,18.0708462549075,116323,2.09588817344807,0.0266499316558204,3.82555470543229
"536","ITA",2975,352,3327,117958,121285,2524,7270,4170810,128334,NA,NA,4420429,79966541,31576587,"",37,NA,NA,4260336,160093,55513139,24453402,2021-08-12,7267,15,27,2482,4715,30,216969,302,2524,42,29.8444291609354,18.090221786166,118761,2.12527681646332,0.0252608179452851,3.97015855373397
"537","ITA",3033,369,3402,120848,124250,2965,7409,4175198,128379,NA,NA,4427827,80192027,31631342,"",35,NA,NA,4267344,160483,55608773,24583254,2021-08-13,7398,17,58,2890,4388,45,225486,139,2965,75,30.4340666756647,18.1109214519899,121285,2.44465515109041,0.0371026920064311,3.61792472276044
"538","ITA",3101,372,3473,122993,126466,2216,7188,4180129,128413,NA,NA,4435008,80446033,31691084,"",37,NA,NA,4274315,160693,55698982,24747051,2021-08-14,7181,3,68,2145,4931,34,254006,-221,2216,71,35.3375069560378,18.1388698735154,124250,1.78350100603622,0.027364185110664,3.96861167002012
"539","ITA",3162,384,3546,124982,128528,2062,5664,4183709,128432,NA,NA,4440669,80606903,31732915,"",29,NA,NA,4279835,160834,55763772,24843131,2021-08-15,5661,12,61,1989,3580,19,160870,-1524,2062,73,28.4021892655367,18.1519728221131,126466,1.63047775686746,0.0150238008634732,2.83080037322284
"540","ITA",3334,404,3738,124958,128696,168,3674,4187186,128456,NA,NA,4444338,80680924,31753974,"",32,NA,NA,4283503,160835,55801186,24879738,2021-08-16,3669,20,172,-24,3477,24,74021,-1990,168,192,20.1472509526402,18.1536426797422,128528,0.13071081787626,0.0186729739823229,2.70524710568903
"541","ITA",3472,423,3895,125221,129116,420,5273,4191980,128510,NA,NA,4449606,80918997,31805240,"",49,NA,NA,4288619,160987,55887829,25031168,2021-08-17,5268,19,138,263,4794,54,238073,1599,420,157,45.1494405461786,18.1856544152449,128696,0.326350469323056,0.0419593460558215,3.7250574998446
"542","ITA",3559,442,4001,124781,128782,-334,7162,4199404,128579,NA,NA,4456765,81145420,31861792,"",50,NA,NA,4295456,161309,55987914,25157506,2021-08-18,7159,19,87,-440,7424,69,226423,1889,-334,106,31.6144931583357,18.2072467361416,129116,-0.258682115307166,0.0534403172341151,5.74986833545029
"543","ITA",3627,460,4087,126415,130502,1720,7260,4204869,128634,NA,NA,4464005,81351951,31914369,"",40,NA,NA,4302436,161569,56076867,25275084,2021-08-19,7240,18,68,1634,5465,55,206531,98,1720,86,28.4477961432507,18.2239829480478,128782,1.33559037753723,0.0427078318398534,4.24360547281452
"544","ITA",3692,455,4147,127315,131462,960,7224,4211080,128683,NA,NA,4471225,81572607,31964840,"",26,NA,NA,4309435,161790,56162599,25410008,2021-08-20,7220,-5,65,900,6211,49,220656,-36,960,60,30.5448504983389,18.2439056410715,130502,0.735620910024367,0.0375473172824938,4.7593140335014
"545","ITA",3733,466,4199,129222,133421,1959,7470,4216542,128728,NA,NA,4478691,81827825,32024485,"",40,NA,NA,4316649,162042,56252852,25574973,2021-08-21,7466,11,41,1907,5462,45,255218,246,1959,52,34.1657295850067,18.2704779141941,131462,1.49016445817042,0.034230424000852,4.15481279761452
"546","ITA",3767,472,4239,130699,134938,1517,5923,4220924,128751,NA,NA,4484613,82003364,32072928,"",33,NA,NA,4322377,162236,56322084,25681280,2021-08-22,5922,6,34,1477,4382,23,175539,-1547,1517,40,29.6368394394732,18.2854939768493,133421,1.13700242090825,0.0172386655773829,3.28434054609094
"547","ITA",3928,485,4413,131142,135555,617,4168,4224429,128795,NA,NA,4488779,82104705,32098419,"",45,NA,NA,4326430,162349,56364064,25740641,2021-08-23,4166,13,161,443,3505,44,101341,-1755,617,174,24.3140595009597,18.2910998737073,134938,0.457247031970238,0.0326075679200818,2.59748921727015
"548","ITA",4036,504,4540,130785,135325,-230,6076,4230677,128855,NA,NA,4494857,82370951,32155807,"",46,NA,NA,4332200,162657,56461924,25909027,2021-08-24,6078,19,108,-357,6248,60,266246,1908,-230,127,43.819289005925,18.3255999022883,135555,-0.169672826527978,0.0442624764855594,4.60919921802958
"549","ITA",4023,499,4522,131202,135724,399,7548,4237758,128914,NA,NA,4502396,82615371,32214570,"",34,NA,NA,4339465,162931,56574161,26041210,2021-08-25,7539,-5,-13,417,7081,59,244420,1472,399,-18,32.3820879703233,18.3492014029863,135325,0.294845741732865,0.0435987437650102,5.23258821355995
"550","ITA",4059,503,4562,132495,137057,1333,7221,4243597,128957,NA,NA,4509611,82836243,32268573,"",38,NA,NA,4346619,162992,56670393,26165850,2021-08-26,7215,4,36,1293,5839,43,220872,-327,1333,40,30.5874532613211,18.3688222775756,135724,0.982140225752262,0.031681942766202,4.30211311190357
"551","ITA",4114,511,4625,133493,138118,1061,7826,4250314,129002,NA,NA,4517434,83101723,32326275,"",42,NA,NA,4354207,163227,56770912,26330811,2021-08-27,7823,8,55,998,6717,45,265480,605,1061,63,33.9228213646818,18.3957802150513,137057,0.774130471263781,0.0328330548603866,4.9008806554937
"552","ITA",4111,511,4622,134806,139428,1310,6860,4255808,129056,NA,NA,4524292,83395187,32388723,"",42,NA,NA,4360590,163702,56866439,26528748,2021-08-28,6858,0,-3,1313,5494,54,293464,-966,1310,-3,42.7790087463557,18.432759645045,138118,0.948464356564677,0.039097004011063,3.97775814882926
"553","ITA",4133,525,4658,136389,141047,1619,5959,4260106,129093,NA,NA,4530246,83618273,32444844,"",44,NA,NA,4366367,163879,56947693,26670580,2021-08-29,5954,14,22,1583,4298,37,223086,-901,1619,36,37.436818258097,18.4577775688119,139428,1.16117279169177,0.0265369940040738,3.08259460079754
"554","ITA",4264,548,4812,136581,141393,346,4257,4263960,129146,NA,NA,4534499,83728076,32474220,"",50,NA,NA,4370535,163964,56997959,26730117,2021-08-30,4253,23,131,192,3854,53,109803,-1702,346,154,25.7935165609584,18.4646806626267,141047,0.245308301488156,0.0375761271065673,2.73242252582473
"555","ITA",4252,544,4796,133129,137925,-3468,5498,4272845,129221,NA,NA,4539991,84035719,32537606,"",49,NA,NA,4375509,164482,57111626,26924093,2021-08-31,5492,-4,-12,-3452,8885,75,307643,1241,-3468,-16,55.955438341215,18.5101069583618,141393,-2.45273811291931,0.0530436443105387,6.28390372932182
"556","ITA",4231,540,4771,131807,136578,-1347,6503,4280619,129290,NA,NA,4546487,84339436,32605657,"",40,NA,NA,4381723,164764,57232920,27106516,2021-09-01,6496,-4,-21,-1322,7774,69,303717,1005,-1347,-25,46.7041365523604,18.5504623679777,137925,-0.976617727025557,0.0500271886895052,5.63639659235092
"557","ITA",4205,555,4760,132138,136898,320,6761,4286991,129352,NA,NA,4553241,84632503,32673083,"",49,NA,NA,4388042,165199,57350136,27282367,2021-09-02,6754,15,-26,331,6372,62,293067,258,320,-11,43.3466942759947,18.5873102258369,136578,0.234298349661,0.0453953052468187,4.66546588762465
"558","ITA",4164,556,4720,132305,137025,127,6735,4293535,129410,NA,NA,4559970,84928897,32736593,"",42,NA,NA,4394591,165379,57475534,27453363,2021-09-03,6729,1,-41,167,6544,58,296394,-26,127,-40,44.0080178173719,18.6248806461446,136898,0.0927697994127014,0.0423673099680054,4.78020131776943
